processo,ano,tribunal,comarca,autor_tipo,reu,setor,resultado,ganhou_autor,valor_condenacao,n_chars
5002730-47.2024.8.08.0069,2024,TJES,Marataízes,PESSOA FÍSICA,,,ACORDO HOMOLOGADO,,3000.0,7627
5002748-04.2025.8.21.0059,2025,TJRS,Osório,PESSOA FÍSICA,AELBRA EDUCACAO SUPERIOR - GRADUACAO E POS-GRADUACAO,Outros,ACORDO HOMOLOGADO,,,1498
5002748-26.2021.8.13.0363,2021,TJMG,João Pinheiro,PESSOA FÍSICA,,,PARCIALMENTE PROCEDENTE,True,5500.0,11375
5002757-65.2020.8.13.0090,2020,TJMG,Brumadinho,PESSOA JURÍDICA,,,IMPROCEDENTE,False,,8906
5002757-89.2021.8.21.1001,2021,TJRS,Porto Alegre,PESSOA FÍSICA,AYMORE CREDITO,Banco e financeira,PARCIALMENTE PROCEDENTE,True,8000.0,4813
5002772-70.2023.8.21.0069,2023,TJRS,Sarandi,PESSOA FÍSICA,SERASA,Bureau de crédito,ACORDO HOMOLOGADO,,,1537
5002788-36.2023.8.13.0525,2023,TJMG,Pouso Alegre,PESSOA JURÍDICA,,,PROCEDENTE,True,3000.0,6463
5002791-88.2023.8.24.0135,2023,TJSC,Navegantes,PESSOA FÍSICA,GOL LINHAS AEREAS,Transporte aéreo,PROCEDENTE,True,,5686
5002800-04.2019.8.13.0133,2019,TJMG,,PESSOA FÍSICA,,,IMPROCEDENTE,False,149.97,6835
5002811-72.2022.8.13.0183,2022,TJMG,Conselheiro Lafaiete,PESSOA JURÍDICA,,,IMPROCEDENTE,False,,13883
5002813-58.2024.8.13.0058,2024,TJMG,Três Marias,PESSOA JURÍDICA,BRASIL CARD INSTITUICAO DE PAGAMENTOS LTDA CPF: 03.130.170/0009-36,Outros,EXTINTO SEM MÉRITO,False,,3719
5002825-29.2025.8.13.0352,2025,TJMG,Januária,PESSOA FÍSICA,,,PROCEDENTE,True,7000.0,13633
5002836-30.2022.8.24.0167,2022,TJSC,Garopaba,PESSOA FÍSICA,SUPERMERCADO SILVEIRA,Varejo e serviços,IMPROCEDENTE,False,,7838
5002836-98.2023.8.21.0160,2023,TJRS,Vera Cruz,PESSOA FÍSICA,,,PROCEDENTE,True,5000.0,12858
5002840-53.2022.8.24.0010,2022,TJSC,Braço do Norte,PESSOA FÍSICA,BANCO BRADESCO,Banco e financeira,EXTINTO SEM MÉRITO,False,,2249
5002843-93.2024.8.13.0543,2024,TJMG,Resplendor,PESSOA JURÍDICA,COMPANHIA DE SANEAMENTO DE MINAS GERAIS COPASA MG CPF: 17.281.106/0001-03,Saneamento,EXTINTO SEM MÉRITO,False,,3536
5002850-49.2020.8.13.0180,2020,TJMG,Congonhas,PESSOA JURÍDICA,,,IMPROCEDENTE,False,,3811
5002854-71.2022.8.13.0324,2022,TJMG,Itajubá,,,,PROCEDENTE,True,1000.0,11642
5002857-71.2024.8.13.0351,2024,TJMG,Janaúba,PESSOA JURÍDICA,BANCO BRADESCO S.A. CPF: 60.746.948/0001-12,Banco e financeira,IMPROCEDENTE,False,20000.0,10688
5002857-90.2024.8.13.0280,2024,TJMG,Guanhães,PESSOA JURÍDICA,,,IMPROCEDENTE,False,,21035
5002858-60.2025.8.13.0015,2025,TJMG,Além Paraíba,PESSOA JURÍDICA,BANCO COOPERATIVO SICOOB S.A. CPF: 02.038.232/0001-64,Banco e financeira,EXTINTO SEM MÉRITO,False,,3332
5002863-52.2024.8.21.0126,2024,TJRS,São José do Norte,PESSOA FÍSICA,COMPANHIA ESTADUAL DE DISTRIBUIÇÃO DE ENERGIA ELÉTRICA - CEEE-D,Energia,ACORDO HOMOLOGADO,,,1452
5002866-56.2023.8.21.4001,2023,TJRS,Porto Alegre,PESSOA FÍSICA,BRADESCO SEGUROS,Banco e financeira,ACORDO HOMOLOGADO,,,1406
5002868-28.2025.8.13.0105,2025,TJMG,Governador Valadares,PESSOA FÍSICA,,,PARCIALMENTE PROCEDENTE,True,7000.0,8992
5002871-86.2021.8.24.0017,2021,TJSC,Dionísio Cerqueira,PESSOA FÍSICA,BANCO LOSANGO S.A. - BANCO MULTIPLO,Banco e financeira,PROCEDENTE,True,,13799
5002872-70.2022.8.24.0006,2022,TJSC,Barra Velha,PESSOA FÍSICA,CELESC DISTRIBUIÇÃO,Energia,EXTINTO SEM MÉRITO,False,,2197
5002888-40.2024.8.24.0075,2024,TJSC,Tubarão,PESSOA FÍSICA,KANSAI SUSHI CULINARIA JAPONESA,Outros,EXTINTO SEM MÉRITO,False,,5319
5002896-97.2024.8.24.0113,2024,TJSC,Camboriú,PESSOA FÍSICA,BANCO VOTORANTIM,Banco e financeira,ACORDO HOMOLOGADO,,,2267
5002899-55.2020.8.24.0028,2020,TJSC,Içara,PESSOA FÍSICA,,,PROCEDENTE,True,5000.0,8302
5002904-07.2023.8.24.0082,2023,TJSC,Florianópolis,PESSOA FÍSICA,BANCO C6,Banco e financeira,ACORDO HOMOLOGADO,,,1556
5002906-29.2025.8.13.0335,2025,TJMG,Itapecerica,PESSOA JURÍDICA,BANCO ITAU UNIBANCO S/A CPF: 60.701.190/0001-04,Banco e financeira,IMPROCEDENTE,False,,13026
5002932-16.2024.8.24.0057,2024,TJSC,Santo Amaro da Imperatriz,PESSOA FÍSICA,,,PARCIALMENTE PROCEDENTE,True,5000.0,14382
5002939-09.2023.8.21.0095,2023,TJRS,Estância Velha,PESSOA FÍSICA,TELEFONICA BRASIL,Telecomunicações,EXTINTO SEM MÉRITO,False,,2502
5002945-97.2022.8.24.0020,2022,TJSC,Criciúma,PESSOA FÍSICA,BANCO PAN,Banco e financeira,IMPROCEDENTE,False,,7750
5002956-55.2020.8.13.0133,2020,TJMG,Carangola,PESSOA JURÍDICA,BANCO ITAUCARD,Banco e financeira,IMPROCEDENTE,False,,12155
5002957-52.2025.8.13.0525,2025,TJMG,Pouso Alegre,PESSOA JURÍDICA,PAGBANK PARTICIPACOES LTDA CPF: 39.779.978/0001-39,Outros,IMPROCEDENTE,False,,8841
5002957-57.2024.8.08.0030,2024,TJES,Linhares,PESSOA FÍSICA,PAULISTA - SERVICOS DE RECEBIMENTOS E PAGAMENTOS,Outros,EXTINTO SEM MÉRITO,False,,3276
5002963-58.2023.8.24.0061,2023,TJSC,São Francisco do Sul,PESSOA FÍSICA,NESTLÉ BRASIL,Outros,PROCEDENTE,True,3000.0,8243
5002965-48.2022.8.24.0001,2022,TJSC,Cunha Porã,PESSOA FÍSICA,BANCO ITAU CONSIGNADO,Banco e financeira,PARCIALMENTE PROCEDENTE,True,,18796
5002975-31.2025.8.13.0151,2025,TJMG,Cássia,PESSOA JURÍDICA,ESTADO DE MINAS GERAIS CPF: 18.715.615/0001-60,Poder público,PARCIALMENTE PROCEDENTE,True,,12471
5002977-21.2024.8.13.0188,2024,TJMG,Nova Lima,,,,IMPROCEDENTE,False,,8711
5002993-58.2022.8.13.0183,2022,TJMG,Conselheiro Lafaiete,PESSOA JURÍDICA,,,EXTINTO SEM MÉRITO,False,,4721
5002995-59.2021.8.08.0035,2021,TJES,Vitória,PESSOA FÍSICA,SAMSUNG ELETRONICA DA AMAZONIA,Energia,ACORDO HOMOLOGADO,,3000.0,9267
5003002-66.2022.8.24.0004,2022,TJSC,Araranguá,PESSOA FÍSICA,BANCO PAN,Banco e financeira,EXTINTO SEM MÉRITO,False,,4411
5003005-22.2023.8.21.6001,2023,TJRS,Porto Alegre,PESSOA FÍSICA,,,ACORDO HOMOLOGADO,,,1460
5003007-82.2023.8.21.0054,2023,TJRS,Itaqui,PESSOA FÍSICA,GOL LINHAS AEREAS,Transporte aéreo,ACORDO HOMOLOGADO,,,1806
5003010-43.2021.8.08.0030,2021,TJES,Linhares,PESSOA FÍSICA,,,IMPROCEDENTE,False,,11087
5003019-64.2022.8.24.0049,2022,TJSC,Pinhalzinho,PESSOA FÍSICA,BANCO BRADESCO,Banco e financeira,ACORDO HOMOLOGADO,,,2685
5003031-79.2023.8.21.0032,2023,TJRS,São Jerônimo,PESSOA FÍSICA,,,IMPROCEDENTE,False,,8961
5003034-34.2023.8.21.0032,2023,TJRS,São Jerônimo,PESSOA FÍSICA,,,IMPROCEDENTE,False,,9274
5003035-97.2019.8.13.0382,2019,TJMG,Lavras Raul Soares,PESSOA FÍSICA,,,ACORDO HOMOLOGADO,,,1001
5003039-56.2023.8.21.0032,2023,TJRS,São Jerônimo,PESSOA FÍSICA,,,IMPROCEDENTE,False,,9272
5003043-23.2024.8.13.0116,2024,TJMG,Campos Gerais,PESSOA JURÍDICA,,,IMPROCEDENTE,False,,4807
5003046-56.2025.8.13.0693,2025,TJMG,Três Corações,PESSOA JURÍDICA,AAB-ASSOCIACAO DE AUTOPROTECAO E BENEFICIOS CPF: 32.020.806/0001-38,Outros,EXTINTO SEM MÉRITO,False,,2973
5003059-53.2021.8.13.0351,2021,TJMG,Janaúba,PESSOA FÍSICA,,,IMPROCEDENTE,False,,6986
5003061-43.2020.8.13.0194,2020,TJMG,Coronel Fabriciano,PESSOA FÍSICA,,,PARCIALMENTE PROCEDENTE,True,2000.0,11121
5003066-73.2022.8.13.0686,2022,TJMG,,,,,ACORDO HOMOLOGADO,,,536
5003072-89.2023.8.21.0050,2023,TJRS,Getúlio Vargas,PESSOA FÍSICA,INSTITUTO DE DESENVOLVIMENTO EDUCACIONAL DO ALTO URUGUAI,Ensino,EXTINTO SEM MÉRITO,False,,2578
5003083-02.2019.8.13.0400,2019,TJMG,Mariana Avenida,PESSOA FÍSICA,DACASA FINANCEIRA,Banco e financeira,,,,5235
5003083-56.2023.8.21.0006,2023,TJRS,Cachoeira do Sul,PESSOA FÍSICA,ITAU UNIBANCO,Banco e financeira,IMPROCEDENTE,False,,26943
5003098-34.2022.8.24.0052,2022,TJSC,Porto União,PESSOA FÍSICA,PEFISA SA CREDITO FINANCIAMENTO E INVESTIMENTO,Banco e financeira,PROCEDENTE,True,3000.0,7995
5003102-70.2022.8.21.0047,2022,TJRS,Estrela,PESSOA FÍSICA,NU FINANCEIRA S.A. - SOCIEDADE DE CREDITO,Banco e financeira,PROCEDENTE,True,3000.0,13518
5003111-59.2024.8.13.0443,2024,TJMG,Nanuque,,,,ACORDO HOMOLOGADO,,,1856
5003131-22.2021.8.24.0064,2021,TJSC,São José,PESSOA FÍSICA,,,ACORDO HOMOLOGADO,,,3327
5003132-65.2023.8.21.0049,2023,TJRS,Frederico Westphalen,PESSOA FÍSICA,TELEFONICA BRASIL,Telecomunicações,ACORDO HOMOLOGADO,,,1506
5003132-77.2022.8.21.0024,2022,TJRS,Rio Pardo,PESSOA FÍSICA,,,ACORDO HOMOLOGADO,,,1408
5003145-70.2020.8.13.0153,2020,TJMG,Cataguases,PESSOA FÍSICA,,,ACORDO HOMOLOGADO,,,1606
5003150-57.2024.8.13.0378,2024,TJMG,Lambari,PESSOA JURÍDICA,BANCO AGIBANK S.A CPF: 10.664.513/0001-50,Banco e financeira,ACORDO HOMOLOGADO,,,1435
5003155-15.2022.8.21.0156,2022,TJRS,Charqueadas,PESSOA FÍSICA,ART LAR CONSTRUTORA,Outros,PROCEDENTE,True,1365.22,24745
5003158-75.2023.8.21.0142,2023,TJRS,Igrejinha,PESSOA FÍSICA,BANCO DO BRASIL,Banco e financeira,ACORDO HOMOLOGADO,,,1450
5003160-02.2025.8.24.0042,2025,TJSC,Maravilha,PESSOA FÍSICA,LEBES FINANCEIRA S.A. - CREDITO,Banco e financeira,PROCEDENTE,True,4000.0,10066
5003161-87.2019.8.13.0693,2019,TJMG,Três Corações Darcy Moura Brasil,PESSOA FÍSICA,BANCO BRADESCO,Banco e financeira,IMPROCEDENTE,False,,4823
5003173-24.2025.8.21.0126,2025,TJRS,São José do Norte,PESSOA FÍSICA,COMPANHIA ESTADUAL DE DISTRIBUIÇÃO DE ENERGIA ELÉTRICA - CEEE-D,Energia,EXTINTO SEM MÉRITO,False,,1427
5003180-64.2022.8.21.0144,2022,TJRS,Carlos Barbosa,PESSOA FÍSICA,,,PROCEDENTE,True,1385.54,2377
5003184-91.2022.8.24.0282,2022,TJSC,Jaguaruna,PESSOA FÍSICA,CELESC DISTRIBUIÇÃO,Energia,EXTINTO SEM MÉRITO,False,,2283
5003187-86.2022.8.24.0010,2022,TJSC,Braço do Norte,PESSOA FÍSICA,GOL LINHAS AEREAS,Transporte aéreo,EXTINTO SEM MÉRITO,False,,2012
5003188-75.2019.8.13.0271,2019,TJMG,Frutal Praça,PESSOA FÍSICA,CEMIG DISTRIBUICAO,Energia,PROCEDENTE,True,2000.0,4968
5003208-24.2020.8.13.0209,2020,TJMG,Curvelo,,,,ACORDO HOMOLOGADO,,,1430
5003220-86.2023.8.21.0087,2023,TJRS,Campo Bom,PESSOA FÍSICA,FACTA FINANCEIRA S.A. CREDITO,Banco e financeira,IMPROCEDENTE,False,,15162
5003236-14.2023.8.21.1001,2023,TJRS,Porto Alegre,PESSOA FÍSICA,LATAM AIRLINES GROUP,Transporte aéreo,ACORDO HOMOLOGADO,,,1507
5003247-19.2022.8.13.0090,2022,TJMG,Belo Horizonte,PESSOA JURÍDICA,VALE S.A. CPF: 33.592.510/0007-40,Outros,,,10000.0,21109
5003261-03.2022.8.13.0090,2022,TJMG,Belo Horizonte,PESSOA JURÍDICA,,,ACORDO HOMOLOGADO,,,1148
5003262-32.2021.8.13.0701,2021,TJMG,Uberaba,PESSOA JURÍDICA,ALGAR TELECOM,Telecomunicações,IMPROCEDENTE,False,,3990
5003267-04.2021.8.13.0362,2021,TJMG,João Monlevade,PESSOA JURÍDICA,,,PARCIALMENTE PROCEDENTE,True,40.0,6704
5003281-52.2021.8.08.0030,2021,TJES,Linhares,PESSOA FÍSICA,FUNDACAO RENOVA,Outros,EXTINTO SEM MÉRITO,False,,11147
5003291-75.2022.8.24.0011,2022,TJSC,Brusque,PESSOA FÍSICA,BANCO BRADESCARD,Banco e financeira,EXTINTO SEM MÉRITO,False,,2007
5003312-46.2024.8.21.0017,2024,TJRS,Lajeado,PESSOA FÍSICA,COOPERATIVA REGIONAL DE DESENVOLVIMENTO TEUTONIA - CERTEL,Outros,EXTINTO SEM MÉRITO,False,,1748
5003317-30.2024.8.13.0231,2024,TJMG,Belo Horizonte,PESSOA JURÍDICA,BANCO BMG S.A CPF: 61.186.680/0001-74,Banco e financeira,IMPROCEDENTE,False,,19764
5003319-90.2024.8.13.0686,2024,TJMG,Teófilo Otoni,PESSOA JURÍDICA,COMPANHIA DE SANEAMENTO DE MINAS GERAIS COPASA MG,Saneamento,EXTINTO SEM MÉRITO,False,,1172
5003329-40.2023.8.24.0080,2023,TJSC,Xanxerê,PESSOA FÍSICA,AYMORE CREDITO,Banco e financeira,PROCEDENTE,True,,8020
5003330-41.2023.8.24.0010,2023,TJSC,Braço do Norte,PESSOA FÍSICA,BANCO PAN,Banco e financeira,PROCEDENTE,True,3000.0,10456
5003337-43.2022.8.13.0699,2022,TJMG,Ubá,PESSOA JURÍDICA,,,PROCEDENTE,True,179.6,7295
5003338-85.2024.8.13.0625,2024,TJMG,São João Del Rei,PESSOA JURÍDICA,LOJAS RENNER S.A. CPF: 92.754.738/0001-62 E OUTROS,Varejo e serviços,IMPROCEDENTE,False,,11097
5003341-35.2024.8.24.0075,2024,TJSC,Tubarão,PESSOA FÍSICA,COOPERATIVA DE ELETRIFICACAO ANITA GARIBALDI,Outros,IMPROCEDENTE,False,,9352
5003352-32.2020.8.13.0521,2020,TJMG,Ponte Nova,PESSOA FÍSICA,,,IMPROCEDENTE,False,,28335
5003356-60.2025.8.24.0045,2025,TJSC,Palhoça,PESSOA FÍSICA,RICO CORRETORA DE TITULOS E VALORES MOBILIARIOS,Outros,PROCEDENTE,True,3000.0,10394
5003378-74.2021.8.24.0008,2021,TJSC,Blumenau,PESSOA FÍSICA,CELESC DISTRIBUIÇÃO,Energia,IMPROCEDENTE,False,,17134
5003389-68.2023.8.21.4001,2023,TJRS,Porto Alegre,PESSOA FÍSICA,SERASA,Bureau de crédito,PROCEDENTE,True,1000.0,6126
5003397-54.2022.8.13.0363,2022,TJMG,João Pinheiro,PESSOA FÍSICA,CONCESSIONARIA BR-040 S.A. CPF: 19.726.048/0001-00,Outros,IMPROCEDENTE,False,,4230
5003398-63.2023.8.13.0570,2023,TJMG,Salinas,,,,IMPROCEDENTE,False,,3957
5003405-56.2022.8.21.0024,2022,TJRS,Rio Pardo,PESSOA FÍSICA,COMERCIO DE CONFECCOES MARLU,Outros,EXTINTO SEM MÉRITO,False,,1355
5003409-32.2023.8.21.0033,2023,TJRS,São Leopoldo,PESSOA FÍSICA,SERVICES ASSESSORIA E COBRANCAS,Outros,ACORDO HOMOLOGADO,,,2071
5003420-02.2023.8.08.0008,2023,TJES,Barra de São Francisco,PESSOA FÍSICA,LOJAS SIMONETTI,Varejo e serviços,IMPROCEDENTE,False,,11300
5003424-95.2025.8.13.0148,2025,TJMG,Lagoa Santa,PESSOA JURÍDICA,SUPERMERCADOS BH COMERCIO DE ALIMENTOS S/A CPF: 04.641.376/0185-07,Varejo e serviços,PARCIALMENTE PROCEDENTE,True,40.35,6475
5003434-14.2024.8.21.0032,2024,TJRS,São Jerônimo,PESSOA FÍSICA,SKY SERVICOS DE BANDA LARGA,Telecomunicações,EXTINTO SEM MÉRITO,False,,2623
5003458-55.2024.8.21.0157,2024,TJRS,Igrejinha,PESSOA FÍSICA,,,,,,7393
5003475-08.2016.8.13.0024,2016,TJMG,Belo Horizonte,PESSOA FÍSICA,AZUL LINHAS AEREAS BRASILEIRAS,Transporte aéreo,EXTINTO SEM MÉRITO,False,,5884
5003481-45.2024.8.21.0013,2024,TJRS,Erechim,PESSOA FÍSICA,PARANÁ BANCO,Banco e financeira,ACORDO HOMOLOGADO,,,1557
5003491-14.2024.8.24.0011,2024,TJSC,Brusque,PESSOA FÍSICA,BRASIL CARD INSTITUICAO DE PAGAMENTOS,Outros,EXTINTO SEM MÉRITO,False,,4518
5003501-41.2022.8.24.0007,2022,TJSC,Biguaçu,PESSOA FÍSICA,KIM & KELLER BIGUACU GARDEN VILLE INCORPORACAO DE EMPREENDIMENTOS SPE,Outros,EXTINTO SEM MÉRITO,False,,2191
5003515-68.2025.8.13.0090,2025,TJMG,Brumadinho,PESSOA JURÍDICA,TATU AGRONEGOCIOS COMERCIO LTDA CPF: 49.517.156/0001-33,Outros,ACORDO HOMOLOGADO,,,2765
5003523-56.2021.8.13.0261,2021,TJMG,Formiga,PESSOA JURÍDICA,,,IMPROCEDENTE,False,,6660
5003535-48.2024.8.13.0105,2024,TJMG,Governador Valadares,PESSOA FÍSICA,,,PROCEDENTE,True,14000.0,12127
5003538-43.2023.8.24.0004,2023,TJSC,Araranguá,PESSOA FÍSICA,BANCO SANTANDER (BRASIL),Banco e financeira,ACORDO HOMOLOGADO,,,4938
5003540-67.2022.8.13.0452,2022,TJMG,Nova Serrana,PESSOA JURÍDICA,,,PARCIALMENTE PROCEDENTE,True,750.0,17987
5003540-87.2023.8.21.0071,2023,TJRS,Taquari,PESSOA FÍSICA,HURB TECHNOLOGIES,Outros,PROCEDENTE,True,4485.6,5201
5003543-05.2020.8.13.0351,2020,TJMG,Janaúba,PESSOA JURÍDICA,BANCO ITAU CONSIGNADO,Banco e financeira,IMPROCEDENTE,False,,12969
5003544-62.2020.8.13.0521,2020,TJMG,Ponte Nova,PESSOA JURÍDICA,BANCO BRADESCO E OUTROS,Banco e financeira,EXTINTO SEM MÉRITO,False,,1361
5003545-06.2025.8.24.0282,2025,TJSC,Jaguaruna,PESSOA FÍSICA,CENTRAIS ELÉTRICAS DE SANTA CATARINA S/A - CELESC,Energia,PARCIALMENTE PROCEDENTE,True,20000.0,15383
5003545-21.2022.8.13.0701,2022,TJMG,Uberaba,PESSOA FÍSICA,,,EXTINTO SEM MÉRITO,False,,853
5003557-34.2021.8.08.0014,2021,TJES,Colatina,PESSOA FÍSICA,SAMARCO MINERACAO,Outros,PARCIALMENTE PROCEDENTE,True,1000.0,22880
5003557-75.2022.8.24.0039,2022,TJSC,Lages,PESSOA FÍSICA,CENTRAL NACIONAL UNIMED - COOPERATIVA CENTRAL,Plano de saúde,PROCEDENTE,True,15000.0,22285
5003571-45.2023.8.08.0047,2023,TJES,São Mateus,PESSOA FÍSICA,EBAZAR.COM.BR,Outros,IMPROCEDENTE,False,,12246
5003578-46.2024.8.13.0699,2024,TJMG,Ubá,PESSOA JURÍDICA,SERASA S.A. CPF: 62.173.620/0001-80 E OUTROS,Bureau de crédito,IMPROCEDENTE,False,,7629
5003591-41.2022.8.24.0139,2022,TJSC,Porto Belo,PESSOA FÍSICA,TRANSPORTES AEREOS PORTUGUESES,Outros,PROCEDENTE,True,5000.0,21093
5003601-88.2022.8.21.0068,2022,TJRS,São Sebastião do Caí,PESSOA FÍSICA,BANCO SANTANDER (BRASIL),Banco e financeira,IMPROCEDENTE,False,,10136
5003618-30.2022.8.21.0067,2022,TJRS,São Lourenço do Sul,PESSOA FÍSICA,AYMORE CREDITO,Banco e financeira,EXTINTO SEM MÉRITO,False,,1394
5003624-87.2024.8.24.0033,2024,TJSC,Itajaí,PESSOA FÍSICA,UBER DO BRASIL TECNOLOGIA,Outros,IMPROCEDENTE,False,,13202
5003630-55.2021.8.08.0030,2021,TJES,Linhares,PESSOA FÍSICA,FUNDACAO RENOVA,Outros,EXTINTO SEM MÉRITO,False,,10074
5003632-27.2023.8.13.0188,2023,TJMG,Nova Lima,PESSOA JURÍDICA,FACEBOOK SERVICOS ONLINE DO BRASIL LTDA CPF: 13.347.016/0001-17,Outros,PARCIALMENTE PROCEDENTE,True,,30676
5003639-31.2025.8.24.0030,2025,TJSC,Imbituba,PESSOA FÍSICA,TAM LINHAS AEREAS,Transporte aéreo,IMPROCEDENTE,False,,9275
5003639-92.2020.8.13.0521,2020,TJMG,Ponte Nova,PESSOA JURÍDICA,,,ACORDO HOMOLOGADO,,,1065
5003649-46.2025.8.13.0074,2025,TJMG,Bom Despacho,PESSOA JURÍDICA,BANCO BMG S.A CPF: 61.186.680/0001-74,Banco e financeira,EXTINTO SEM MÉRITO,False,,3750
5003649-51.2023.8.21.0023,2023,TJRS,Rio Grande,PESSOA FÍSICA,COMPANHIA RIOGRANDENSE DE SANEAMENTO CORSAN,Saneamento,ACORDO HOMOLOGADO,,,1444
5003665-15.2022.8.21.1001,2022,TJRS,Porto Alegre,PESSOA FÍSICA,ATLANTICO FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS RESPONSABILIDADE LIMITADA,Banco e financeira,ACORDO HOMOLOGADO,,,1967
5003673-79.2022.8.24.0072,2022,TJSC,Tijucas,PESSOA FÍSICA,,,IMPROCEDENTE,False,,5041
5003675-42.2024.8.21.0014,2024,TJRS,Esteio,PESSOA FÍSICA,ITAPEVA XII MULTICARTEIRA FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS RESPONSABILIDADE L,Banco e financeira,IMPROCEDENTE,False,,6965
5003691-46.2023.8.21.0041,2023,TJRS,Canela,PESSOA FÍSICA,KRAMER VEICULOS,Outros,ACORDO HOMOLOGADO,,,1410
5003693-69.2021.8.24.0019,2021,TJSC,Concórdia,PESSOA FÍSICA,BANCO DAYCOVAL,Banco e financeira,PARCIALMENTE PROCEDENTE,True,,14874
5003726-61.2022.8.24.0007,2022,TJSC,Biguaçu,PESSOA FÍSICA,,,IMPROCEDENTE,False,,6158
5003731-92.2021.8.21.0010,2021,TJRS,Caxias do Sul,PESSOA FÍSICA,ATLANTICO FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS NAO PADRONIZADOS,Banco e financeira,PARCIALMENTE PROCEDENTE,True,15000.0,12274
5003751-68.2021.8.08.0035,2021,TJES,Vitória,PESSOA FÍSICA,,,EXTINTO SEM MÉRITO,False,,5591
5003752-31.2024.8.24.0026,2024,TJSC,Guaramirim,PESSOA FÍSICA,CELESC DISTRIBUIÇÃO,Energia,EXTINTO SEM MÉRITO,False,,2807
5003792-91.2021.8.13.0521,2021,TJMG,Ponte Nova,PESSOA JURÍDICA,,,PARCIALMENTE PROCEDENTE,True,198.59,12141
5003796-63.2021.8.13.0090,2021,TJMG,Belo Horizonte,PESSOA JURÍDICA,,,EXTINTO SEM MÉRITO,False,1000.0,2509
5003798-19.2024.8.13.0384,2024,TJMG,Leopoldina,PESSOA FÍSICA,,,EXTINTO SEM MÉRITO,False,,1034
5003808-62.2023.8.24.0135,2023,TJSC,Navegantes,PESSOA FÍSICA,BANCO PAN,Banco e financeira,PROCEDENTE,True,3000.0,6520
5003827-94.2021.8.24.0052,2021,TJSC,Porto União,PESSOA FÍSICA,UNIKE CORRETORA DE SEGUROS,Seguros,IMPROCEDENTE,False,,8455
5003838-88.2020.8.13.0271,2020,TJMG,Frutal,PESSOA FÍSICA,,,IMPROCEDENTE,False,,9535
5003848-87.2021.8.13.0016,2021,TJMG,Alfenas,PESSOA JURÍDICA,,,IMPROCEDENTE,False,,6665
5003854-54.2022.8.13.0309,2022,TJMG,Inhapim,PESSOA JURÍDICA,,,EXTINTO SEM MÉRITO,False,,9453
5003856-47.2024.8.24.0018,2024,TJSC,Chapecó,PESSOA FÍSICA,,,EXTINTO SEM MÉRITO,False,,11568
5003871-25.2023.8.13.0384,2023,TJMG,Leopoldina,PESSOA FÍSICA,UNIMED DO SUDOESTE COOPERATIVA DE TRABALHO MEDICO LTDA CPF: 16.415.598/0001-10,Plano de saúde,IMPROCEDENTE,False,22.5,14783
5003873-54.2024.8.21.0087,2024,TJRS,Campo,,,,,,3000.0,2469
5003887-30.2021.8.13.0713,2021,TJMG,Viçosa,PESSOA JURÍDICA,,,ACORDO HOMOLOGADO,,,858
5003890-79.2024.8.13.0680,2024,TJMG,Taiobeiras,PESSOA JURÍDICA,AZUL LINHAS AÉREAS BRASILEIRAS S/A CPF: 09.296.295/0001-60,Transporte aéreo,PROCEDENTE,True,5000.0,12031
5003911-30.2020.8.08.0035,2020,TJES,Vitória,PESSOA FÍSICA,,,ACORDO HOMOLOGADO,,,5797
5003918-79.2024.8.13.0443,2024,TJMG,Nanuque,PESSOA JURÍDICA,FACEBOOK SERVICOS ONLINE DO BRASIL LTDA CPF: 13.347.016/0001-17,Outros,ACORDO HOMOLOGADO,,,1783
5003923-24.2025.8.13.0231,2025,TJMG,Ribeirão das Neves,PESSOA JURÍDICA,UBER DO BRASIL TECNOLOGIA LTDA. CPF: 17.895.646/0001-87,Outros,ACORDO HOMOLOGADO,,,2350
5003930-42.2025.8.24.0091,2025,TJSC,Florianópolis,PESSOA FÍSICA,TIM,Telecomunicações,EXTINTO SEM MÉRITO,False,,3803
5003940-68.2021.8.13.0209,2021,TJMG,Curvelo,PESSOA JURÍDICA,,,EXTINTO SEM MÉRITO,False,,1698
5003944-55.2024.8.24.0028,2024,TJSC,Içara,PESSOA FÍSICA,AZUL LINHAS AEREAS BRASILEIRAS,Transporte aéreo,IMPROCEDENTE,False,,11804
5003947-32.2023.8.21.0156,2023,TJRS,Charqueadas,PESSOA FÍSICA,UNIFIQUE TELECOMUNICACOES,Telecomunicações,ACORDO HOMOLOGADO,,,1437
5003951-86.2024.8.21.0042,2024,TJRS,Canguçu,PESSOA FÍSICA,COMPANHIA ESTADUAL DE DISTRIBUIÇÃO DE ENERGIA ELÉTRICA - CEEE-D,Energia,EXTINTO SEM MÉRITO,False,,1731
5003983-72.2021.8.13.0607,2021,TJMG,Santos Dumont,PESSOA JURÍDICA,AMERICANAS,Varejo e serviços,EXTINTO SEM MÉRITO,False,,1059
5003983-84.2022.8.24.0040,2022,TJSC,Laguna,PESSOA FÍSICA,OI MOVEL,Telecomunicações,IMPROCEDENTE,False,,7019
